unix,date,symbol,open,high,low,close,Volume BTC,Volume USD,Average Price,Return Ratio
1619888400,01-05-2021 17:00,BTC/USD,57562.51,57830.48,57562.51,57606.27,78.91149317,4545796.782,57640.4425,6.591469807
1619884800,01-05-2021 16:00,BTC/USD,57448.19,57736.33,57251.18,57536.15,112.605205,6478869.968,57492.9625,6.574604739
1619881200,01-05-2021 15:00,BTC/USD,57457.87,57580.42,57049.63,57401.42,88.76106417,5095011.124,57372.335,6.560810388
1619877600,01-05-2021 14:00,BTC/USD,57685.54,57761.37,57305.4,57487.82,48.57546127,2792497.374,57560.0325,6.582274526
1619874000,01-05-2021 13:00,BTC/USD,57854.04,58093.02,57599.85,57660.51,54.582197,3147237.316,57801.855,6.609928125
1619870400,01-05-2021 12:00,BTC/USD,57895.55,58117.73,57750,57824.72,99.7096838,5765684.547,57897,6.620808427
1619866800,01-05-2021 11:00,BTC/USD,57477.08,57894.43,57463.89,57894.43,82.52356304,4777654.644,57682.4575,6.59627443
1619863200,01-05-2021 10:00,BTC/USD,57508.12,57704,57411.77,57442.58,82.14549004,4718648.883,57516.6175,6.577309806
1619859600,01-05-2021 09:00,BTC/USD,57521.73,57887,57180.04,57551.8,129.5746297,7457253.172,57535.1425,6.579428231
1619856000,01-05-2021 08:00,BTC/USD,57816.1,58000,57514.03,57517.82,83.18798366,4784791.47,57711.9875,6.599651332
1619852400,01-05-2021 07:00,BTC/USD,57959.03,58100,57647.62,57789.83,77.85973946,4499501.107,57874.12,6.618191985
1619848800,01-05-2021 06:00,BTC/USD,58146.45,58269.13,57875.06,57951.6,30.75802175,1782476.573,58060.56,6.639512322
1619845200,01-05-2021 05:00,BTC/USD,58154.31,58493.84,57944.22,58184.94,64.92993618,3777944.441,58194.3275,6.654809297
1619841600,01-05-2021 04:00,BTC/USD,58258.95,58324.53,57753.66,58129.75,67.9257624,3948507.587,58116.7225,6.645934782
1619838000,01-05-2021 03:00,BTC/USD,58183.51,58330.02,58118.56,58264.21,104.9650604,6115706.319,58224.075,6.658211071
1619834400,01-05-2021 02:00,BTC/USD,58546.58,58546.58,58033.13,58192.61,153.887059,8955089.607,58329.725,6.670292671
1619830800,01-05-2021 01:00,BTC/USD,57899.23,58549,57580.87,58536.86,164.5573701,9632671.735,58141.49,6.648767068
1619827200,01-05-2021 00:00,BTC/USD,57790.66,58198.69,57555,57915.01,249.3541331,14441347.11,57864.84,6.617130771
1619823600,30-04-2021 23:00,BTC/USD,57170.59,58008,57168.44,57775.27,260.9440622,15076113.65,57530.575,6.578905915
1619820000,30-04-2021 22:00,BTC/USD,57037.68,57480.35,56950.03,57200.13,202.672365,11592885.63,57167.0475,6.537334746
1619816400,30-04-2021 21:00,BTC/USD,56822.82,57216.15,56715,57084.26,148.8051313,8494430.806,56959.5575,6.513607238
1619812800,30-04-2021 20:00,BTC/USD,57092.42,57104.76,56476.63,56822.99,153.7951103,8739098.015,56874.2,6.503846186
1619809200,30-04-2021 19:00,BTC/USD,56936.26,57123.94,56870.58,57098.08,171.7506784,9806633.978,57007.215,6.519057109
1619805600,30-04-2021 18:00,BTC/USD,56616.34,57122.62,56580.53,56941.25,125.2841897,7133838.367,56815.185,6.497097528
1619802000,30-04-2021 17:00,BTC/USD,56766.1,56853.5,56314.2,56600.99,165.8612067,9387908.501,56633.6975,6.476343535
1619798400,30-04-2021 16:00,BTC/USD,57217.2,57442.99,56594.15,56774.55,317.4181011,18021269.85,57007.2225,6.519057967
1619794800,30-04-2021 15:00,BTC/USD,56022.81,57285.23,56016.02,57217.2,411.2834545,23532487.67,56635.315,6.476528504
1619791200,30-04-2021 14:00,BTC/USD,56019,56363.33,55782.3,56017.41,414.8012013,23236088.96,56045.51,6.409081384
1619787600,30-04-2021 13:00,BTC/USD,54709.96,56009.03,54477.48,55999.73,674.2118366,37755680.81,55299.05,6.323719989
1619784000,30-04-2021 12:00,BTC/USD,54297.77,54790.72,54229.73,54717,154.6440133,8461656.476,54508.805,6.233351563
1619780400,30-04-2021 11:00,BTC/USD,54245.83,54429.14,54092.55,54253.11,70.3654614,3817545.118,54255.1575,6.204345717
1619776800,30-04-2021 10:00,BTC/USD,54380.8,54554.94,54159.52,54220.41,116.5237358,6317964.731,54328.9175,6.212780538
1619773200,30-04-2021 09:00,BTC/USD,54584.38,54862.55,54358.36,54385.04,146.1617709,7949013.755,54547.5825,6.237785962
1619769600,30-04-2021 08:00,BTC/USD,54374.17,54692.53,54130.53,54568.6,98.63127524,5382170.606,54441.4575,6.225650044
1619766000,30-04-2021 07:00,BTC/USD,54469.2,54621.55,54291.32,54355.97,165.3028843,8985198.618,54434.51,6.224855563
1619762400,30-04-2021 06:00,BTC/USD,54329.34,54533.7,54213.44,54495.36,133.2897249,7263671.543,54392.96,6.220104114
1619758800,30-04-2021 05:00,BTC/USD,54176.12,54366.89,53965.58,54303.16,123.5183954,6707439.191,54202.9375,6.198374101
1619755200,30-04-2021 04:00,BTC/USD,53738.91,54260,53738.46,54175.78,231.1624156,12523404.17,53978.2875,6.172684262
1619751600,30-04-2021 03:00,BTC/USD,53562.7,53800,53466.35,53741.75,247.7308965,13313491.91,53642.7,6.134308171
1619748000,30-04-2021 02:00,BTC/USD,53422.62,53650,53391.47,53595.47,68.07477371,3648499.492,53514.89,6.119692465
1619744400,30-04-2021 01:00,BTC/USD,53432.58,53667.13,53230.15,53445.87,106.3489606,5683912.723,53443.9325,6.111578124
1619740800,30-04-2021 00:00,BTC/USD,53585.93,53855.1,53087.15,53402.82,100.6004024,5372345.18,53482.75,6.116017097
1619737200,29-04-2021 23:00,BTC/USD,53428.72,53696,53332.03,53593.97,90.21344104,4834896.453,53512.68,6.119439741
1619733600,29-04-2021 22:00,BTC/USD,53365.88,53484.08,53107.78,53427.6,199.9556464,10683150.29,53346.335,6.100417367
1619730000,29-04-2021 21:00,BTC/USD,53000.2,53372.62,52808.11,53321.05,67.20348109,3583360.175,53125.495,6.07516322
1619726400,29-04-2021 20:00,BTC/USD,52892.87,53360.85,52379.9,53000.2,336.4810392,17833562.37,52908.455,6.050343622
1619722800,29-04-2021 19:00,BTC/USD,52939.71,53061.37,52825,52888.31,142.2764038,7524758.551,52928.5975,6.052647017
1619719200,29-04-2021 18:00,BTC/USD,52750.02,53051.22,52505,52912.31,336.0540397,17781395.53,52804.6375,6.038471578
1619715600,29-04-2021 17:00,BTC/USD,52983.81,53206.68,52721.4,52779.04,437.3677637,23083850.69,52922.7325,6.051976325
1619712000,29-04-2021 16:00,BTC/USD,53735.83,53837.15,52932.98,52997.17,253.5989098,13440024.54,53375.7825,6.103784834
1619708400,29-04-2021 15:00,BTC/USD,53720.96,53951.7,53306.93,53764.45,165.2081351,8882324.52,53686.01,6.139260884
1619704800,29-04-2021 14:00,BTC/USD,53610.13,53957.52,53535,53721.36,336.1775832,18059916.97,53706.0025,6.141547125
1619701200,29-04-2021 13:00,BTC/USD,54377.55,54458.4,53582.44,53618.35,366.352734,19643229.12,54009.185,6.176217544
1619697600,29-04-2021 12:00,BTC/USD,54355.65,54580.45,54194.23,54377.55,105.581732,5741275.91,54376.97,6.218275579
1619694000,29-04-2021 11:00,BTC/USD,54491.01,54614.03,54160,54351.73,120.724613,6561591.572,54404.1925,6.221388606
1619690400,29-04-2021 10:00,BTC/USD,54601.91,54722.4,54375.43,54491.06,109.2190211,5951460.233,54547.7,6.237799399
1619686800,29-04-2021 09:00,BTC/USD,53956.15,54781.27,53814.93,54601.91,139.4105296,7612081.188,54288.565,6.20816603
1619683200,29-04-2021 08:00,BTC/USD,54521.4,54521.4,53887.5,53984.6,82.12924387,4433714.379,54228.725,6.20132303
1619679600,29-04-2021 07:00,BTC/USD,54398,54513.62,54303.69,54513.62,91.65291721,4996332.301,54432.2325,6.224595119
1619676000,29-04-2021 06:00,BTC/USD,53974.4,54532.84,53900.41,54416.37,183.0847622,9962808.159,54206.005,6.198724885
1619672400,29-04-2021 05:00,BTC/USD,53626.53,54019,53547,53969.2,126.882954,6847771.523,53790.4325,6.151202114
1619668800,29-04-2021 04:00,BTC/USD,54291.69,54291.69,53600,53621.07,125.0776394,6706796.857,53951.1125,6.169576667
1619665200,29-04-2021 03:00,BTC/USD,54603.4,54663.92,54118.03,54310.23,94.73046838,5144833.526,54423.895,6.223641685
1619661600,29-04-2021 02:00,BTC/USD,54648.05,54794.94,54362.49,54592.81,106.3870293,5807966.879,54599.5725,6.243731276
1619658000,29-04-2021 01:00,BTC/USD,54786.9,54820.3,54474.95,54622,64.81574251,3540365.487,54676.0375,6.252475427
1619654400,29-04-2021 00:00,BTC/USD,54898.45,55239.33,54715.53,54770.23,92.09087732,5043838.532,54905.885,6.278759626
1619650800,28-04-2021 23:00,BTC/USD,54450.97,54929.11,54422.61,54901.97,61.62101378,3383115.05,54676.165,6.252490008
1619647200,28-04-2021 22:00,BTC/USD,54905.5,54920.78,54360.05,54475.28,109.3645409,5957663.985,54665.4025,6.251259262
1619643600,28-04-2021 21:00,BTC/USD,54430.7,54967.37,54082.29,54871.58,105.8333618,5807243.778,54587.985,6.242406188
1619640000,28-04-2021 20:00,BTC/USD,55479.42,56500,54254.51,54434.14,585.9968885,31898236.67,55167.0175,6.30862142
1619636400,28-04-2021 19:00,BTC/USD,55018.99,55487,54774.39,55461.68,350.946235,19464067.78,55185.515,6.3107367
1619632800,28-04-2021 18:00,BTC/USD,54902.44,55134.95,54701.4,55019.21,292.2037951,16076821.97,54939.5,6.282603668
1619629200,28-04-2021 17:00,BTC/USD,54763.64,55037.27,54543.79,54900,313.7588003,17225358.14,54811.175,6.267929069
1619625600,28-04-2021 16:00,BTC/USD,54393.09,54833.98,54284.28,54747.22,136.25743,7459715.498,54564.6425,6.239736858
1619622000,28-04-2021 15:00,BTC/USD,54553.74,54674.25,54142.11,54386.05,187.7505817,10211012.52,54439.0375,6.225373305
1619618400,28-04-2021 14:00,BTC/USD,54818.18,54943.98,54516.75,54553.74,362.6344845,19783067.38,54708.1625,6.25614908
1619614800,28-04-2021 13:00,BTC/USD,55239.91,55239.91,54655.02,54798.73,199.3493645,10924092,54983.3925,6.287622992
1619611200,28-04-2021 12:00,BTC/USD,54945.52,55350,54809.78,55206.57,132.5346937,7316785.843,55077.9675,6.298438112
1619607600,28-04-2021 11:00,BTC/USD,54447.35,55148.2,54445,54901.43,149.2936919,8196437.176,54735.495,6.259274687
1619604000,28-04-2021 10:00,BTC/USD,54240.83,54515.18,54140.92,54445.34,96.81752497,5271263.065,54335.5675,6.213540998
1619600400,28-04-2021 09:00,BTC/USD,54104.55,54447.32,53972.2,54274.21,151.0632402,8198838.023,54199.57,6.197989011
1619596800,28-04-2021 08:00,BTC/USD,54331.17,54574.31,54104.72,54114.65,119.0168263,6440553.9,54281.2125,6.207325235
1619593200,28-04-2021 07:00,BTC/USD,54185.97,54593.24,54070.03,54320.58,110.645201,6010311.491,54292.455,6.20861087
1619589600,28-04-2021 06:00,BTC/USD,54696.06,54696.06,53811.49,54214.73,359.6629074,19499027.41,54354.585,6.215715743
1619586000,28-04-2021 05:00,BTC/USD,54858.56,55023.86,54500,54650.65,140.5891657,7683289.288,54758.2675,6.261878835
1619582400,28-04-2021 04:00,BTC/USD,54844.14,55061.96,54708.54,54887.97,112.4547477,6172412.815,54875.6525,6.27530239
1619578800,28-04-2021 03:00,BTC/USD,55251.61,55334.52,54852.95,54870.23,82.36333097,4519294.914,55077.3275,6.298364924
1619575200,28-04-2021 02:00,BTC/USD,55533.36,55715.07,55251.86,55301,120.7064193,6675185.695,55450.3225,6.341018748
1619571600,28-04-2021 01:00,BTC/USD,55458.42,55809.86,55361.63,55537.11,160.1677565,8895254.313,55541.755,6.351474507
1619568000,28-04-2021 00:00,BTC/USD,55094.73,55517.6,55071.9,55447.96,101.4779184,5626743.559,55283.0475,6.321890024
1619564400,27-04-2021 23:00,BTC/USD,54989.41,55104.59,54816.13,55091.39,80.15175658,4415671.681,55000.38,6.289565597
1619560800,27-04-2021 22:00,BTC/USD,55343.72,55390.44,54959.63,54985.18,84.83884982,4664879.428,55169.7425,6.308933037
1619557200,27-04-2021 21:00,BTC/USD,55211.45,55519.37,54888.05,55339.81,183.1723026,10136720.42,55239.67,6.316929593
1619553600,27-04-2021 20:00,BTC/USD,54846.82,55251.91,54846.82,55220.92,104.9171513,5793621.617,55041.6175,6.294281309
1619550000,27-04-2021 19:00,BTC/USD,55042.6,55060.52,54686.03,54846.25,124.9379551,6852378.32,54908.85,6.279098689
1619546400,27-04-2021 18:00,BTC/USD,54934.33,55067.95,54689.93,55044.35,113.8418944,6266353.082,54934.14,6.281990725
1619542800,27-04-2021 17:00,BTC/USD,54709.17,54988.78,54270.66,54934.09,151.0930895,8300161.379,54725.675,6.258151721
1619539200,27-04-2021 16:00,BTC/USD,55079.16,55162.1,54625.11,54717.24,193.3724405,10580806.24,54895.9025,6.277618078
1619535600,27-04-2021 15:00,BTC/USD,55064.5,55384.59,54916.24,55067.36,274.1465563,15096527.11,55108.1725,6.301892203
1619532000,27-04-2021 14:00,BTC/USD,54796.16,55135.8,54422.34,55054.82,468.6725673,25802683.83,54852.28,6.272629629
1619528400,27-04-2021 13:00,BTC/USD,54900,55100.64,54500,54792.66,335.6730636,18392420.05,54823.325,6.269318482
1619524800,27-04-2021 12:00,BTC/USD,55215.8,55354.59,54814.49,54900,147.8235116,8115510.785,55071.22,6.297666502
1619521200,27-04-2021 11:00,BTC/USD,54778.27,55318.08,54736.39,55215.8,189.6400035,10471124.51,55012.135,6.290909839
1619517600,27-04-2021 10:00,BTC/USD,54563.27,54865.75,54500.1,54778.27,182.7515597,10010814.28,54676.8475,6.252568055
1619514000,27-04-2021 09:00,BTC/USD,54477.77,54762.74,54400,54558.8,132.7604209,7243249.25,54549.8275,6.238042689
1619510400,27-04-2021 08:00,BTC/USD,54614.85,55041,54417.51,54506.26,179.8277158,9801736.231,54644.905,6.248915272
1619506800,27-04-2021 07:00,BTC/USD,54780.17,54934.05,54380.73,54626.33,176.5190395,9642587.3,54680.32,6.252965152
1619503200,27-04-2021 06:00,BTC/USD,53971.58,54875.54,53971.58,54773.85,234.302723,12833662.21,54398.1375,6.220696187
1619499600,27-04-2021 05:00,BTC/USD,53538.2,54032.85,53504.88,53976.07,105.547916,5697061.703,53763,6.148065071
1619496000,27-04-2021 04:00,BTC/USD,53538.41,53666.97,53325.75,53537.42,48.93939489,2620088.939,53517.1375,6.119949478
1619492400,27-04-2021 03:00,BTC/USD,53875.22,53896.94,53390,53547.71,167.6679842,8978236.592,53677.4675,6.138284007
1619488800,27-04-2021 02:00,BTC/USD,53820.7,54060.9,53785.22,53898.21,118.4757659,6385631.712,53891.2575,6.162731951
1619485200,27-04-2021 01:00,BTC/USD,53704.61,53891.06,53620.73,53844.48,212.6243539,11448647.77,53765.22,6.148318939
1619481600,27-04-2021 00:00,BTC/USD,54015.32,54201.82,53593.91,53747.16,99.42720014,5343929.634,53889.5525,6.162536976
1619478000,26-04-2021 23:00,BTC/USD,53623.44,54089.31,53522.2,54073.41,96.21746278,5202806.314,53827.09,6.15539408
1619474400,26-04-2021 22:00,BTC/USD,53327.61,54285.58,52917.22,53634.62,121.8641554,6536137.664,53541.2575,6.122707719
1619470800,26-04-2021 21:00,BTC/USD,53257.07,53602,52629.78,53425.33,302.1298273,16141385.73,53228.545,6.086947498
1619467200,26-04-2021 20:00,BTC/USD,54102.08,54102.08,53250,53280.94,250.8731289,13366756.13,53683.775,6.139005301
1619463600,26-04-2021 19:00,BTC/USD,54343.22,54390,53784.05,54101.16,192.8703714,10434510.82,54154.6075,6.192847327
1619460000,26-04-2021 18:00,BTC/USD,54120.39,54364.45,53973.85,54346.33,217.6649054,11829288.78,54201.255,6.198181699
1619456400,26-04-2021 17:00,BTC/USD,53359.02,54404.78,53358.91,54137.31,389.0439708,21061794.05,53815.005,6.1540121
1619452800,26-04-2021 16:00,BTC/USD,53649.52,53830,52902.2,53367.72,306.3304802,16348159.29,53437.36,6.110826526
1619449200,26-04-2021 15:00,BTC/USD,53618.78,53789.49,53334.7,53635.65,165.9395466,8900275.44,53594.655,6.128813988
1619445600,26-04-2021 14:00,BTC/USD,53757.1,53921.89,53465.44,53624.34,159.9025127,8574666.71,53692.1925,6.139967883
1619442000,26-04-2021 13:00,BTC/USD,53565.78,54006.13,53309.09,53777.61,211.717381,11385654.74,53664.6525,6.136818548
1619438400,26-04-2021 12:00,BTC/USD,53703.67,54004.47,53498.53,53571.39,373.5167002,20009808.82,53694.515,6.140233473
1619434800,26-04-2021 11:00,BTC/USD,53301.86,53795.6,53300.83,53703.67,341.6392868,18347283.51,53525.49,6.120904628
1619431200,26-04-2021 10:00,BTC/USD,53529.91,53638.99,53181.31,53310.98,215.3129334,11478543.48,53415.2975,6.10830357
1619427600,26-04-2021 09:00,BTC/USD,52650,53603.6,52366.55,53526.31,357.8287383,19153251.98,53036.615,6.064999352
1619424000,26-04-2021 08:00,BTC/USD,52900,53014.02,52594.48,52650,159.1812118,8380890.803,52789.625,6.036754824
1619420400,26-04-2021 07:00,BTC/USD,52925.81,53062.27,52518.82,52904.68,279.6959241,14797223.36,52852.895,6.043990061
1619416800,26-04-2021 06:00,BTC/USD,52600.26,53188.99,52500,52927.51,375.9894883,19900187.4,52804.19,6.038420404
1619413200,26-04-2021 05:00,BTC/USD,52379.03,52641.45,52132.56,52609.18,139.9272711,7361458.99,52440.555,5.996836942
1619409600,26-04-2021 04:00,BTC/USD,52431.68,52750,52078.81,52350.07,158.8628687,8316482.299,52402.64,5.992501174
1619406000,26-04-2021 03:00,BTC/USD,52024.96,52450,51918.84,52444.68,122.5325626,6426181.035,52209.62,5.970428382
1619402400,26-04-2021 02:00,BTC/USD,51982.63,52546.49,51715.92,52011.89,303.1628671,15768073.7,52064.2325,5.953802602
1619398800,26-04-2021 01:00,BTC/USD,50964.59,52029.43,50495.26,51970.31,390.9880136,20319768.27,51364.8975,5.873830185
1619395200,26-04-2021 00:00,BTC/USD,49122.75,51017.52,48823.01,50952.68,413.6052197,21074294.41,49978.99,5.715344804
1619391600,25-04-2021 23:00,BTC/USD,48750.73,49208.65,48536.78,49128.43,251.1235787,12337307.16,48906.1475,5.592659956
1619388000,25-04-2021 22:00,BTC/USD,47672.7,48845.52,47550.49,48746.74,415.6746707,20262785.09,48203.8625,5.512350191
1619384400,25-04-2021 21:00,BTC/USD,48141.43,48409.83,47004.2,47624.2,537.2188925,25584619.98,47794.915,5.465585021
1619380800,25-04-2021 20:00,BTC/USD,49368.83,49633.99,47956.94,48112.68,454.625406,21873246.68,48768.11,5.576874685
1619377200,25-04-2021 19:00,BTC/USD,49645.06,49828.67,49337.53,49414.37,78.53743718,3880877.98,49556.4075,5.667020405
1619373600,25-04-2021 18:00,BTC/USD,49973.19,49973.19,49329.72,49665.73,112.1466524,5569845.358,49735.4575,5.687495658
1619370000,25-04-2021 17:00,BTC/USD,50450,50475.39,49837.35,49990.28,57.26901971,2862894.331,50188.255,5.739275293
1619366400,25-04-2021 16:00,BTC/USD,50314.18,50404.76,50101,50404.76,51.16197911,2578807.278,50306.175,5.752760028
1619362800,25-04-2021 15:00,BTC/USD,50385.53,50608.94,50236.79,50303.25,143.1694434,7201888.301,50383.6275,5.761617105
1619359200,25-04-2021 14:00,BTC/USD,49909.62,50484,49750,50380.38,175.5395092,8843747.176,50131,5.7327279
1619355600,25-04-2021 13:00,BTC/USD,49901.09,50154,49796.63,49931.97,150.1090523,7495240.698,49945.9225,5.711563372
1619352000,25-04-2021 12:00,BTC/USD,49573.54,49985.69,49505,49901.05,100.383514,5009242.752,49741.32,5.688166064
1619348400,25-04-2021 11:00,BTC/USD,49373.13,49717.96,49306.18,49563.58,59.50723384,2949391.545,49490.2125,5.659450679
1619344800,25-04-2021 10:00,BTC/USD,49560.68,49979.92,49258.92,49393.71,159.534095,7879980.823,49548.3075,5.66609413
1619341200,25-04-2021 09:00,BTC/USD,50115.68,50211.72,49249,49539.93,299.4579651,14835126.63,49779.0825,5.692484393
1619337600,25-04-2021 08:00,BTC/USD,49711.73,50299.95,49552.18,50115.51,108.3916081,5432100.72,49919.8425,5.708580995
1619334000,25-04-2021 07:00,BTC/USD,49453.82,49733.93,49125,49710.2,115.8282475,5757845.348,49505.7375,5.661226039
1619330400,25-04-2021 06:00,BTC/USD,49834.85,49881.59,49217.05,49426.61,83.68355318,4136194.346,49590.025,5.670864732
1619326800,25-04-2021 05:00,BTC/USD,49691.02,49859.71,49623.89,49834.85,139.3287941,6943429.555,49752.3675,5.6894294
1619323200,25-04-2021 04:00,BTC/USD,49666.99,49821.26,49420.72,49677.21,399.4231856,19842229.47,49646.545,5.677328074
1619319600,25-04-2021 03:00,BTC/USD,50356.34,50356.34,49642.15,49680.21,53.25864789,2645900.811,50008.76,5.718749151
1619316000,25-04-2021 02:00,BTC/USD,50247.86,50484.33,50179.52,50331.13,53.54432568,2694946.417,50310.71,5.753278628
1619312400,25-04-2021 01:00,BTC/USD,49899.2,50360.31,49859.56,50203.96,31.01315081,1556982.983,50080.7575,5.726982422
1619308800,25-04-2021 00:00,BTC/USD,50126.34,50360.23,49777.62,49867.07,137.5057461,6857008.666,50032.815,5.72149996
1619305200,24-04-2021 23:00,BTC/USD,50379.25,50568.79,49980.25,50118.94,157.114693,7874421.87,50261.8075,5.747686385
1619301600,24-04-2021 22:00,BTC/USD,50939.46,50984.76,50301,50324.89,87.24463932,4390576.877,50637.5275,5.790651826
1619298000,24-04-2021 21:00,BTC/USD,50985.95,51053.38,50694.66,50857.76,101.7581269,5175190.393,50897.9375,5.820430998
1619294400,24-04-2021 20:00,BTC/USD,50737,51000,50584.87,50960.04,272.2645473,13874612.22,50820.4775,5.811573064
1619290800,24-04-2021 19:00,BTC/USD,50665.77,50952.8,50612.81,50729.57,65.11749311,3303382.425,50740.2375,5.802397223
1619287200,24-04-2021 18:00,BTC/USD,50188.69,50852.71,50050,50634.96,87.71887138,4441641.544,50431.59,5.767101854
1619283600,24-04-2021 17:00,BTC/USD,49953.34,50204.77,49710.03,50135.55,101.6373038,5095642.125,50000.9225,5.717852894
1619280000,24-04-2021 16:00,BTC/USD,50264.6,50339.11,49900.66,49958.78,68.13132992,3403758.123,50115.7875,5.730988275
1619276400,24-04-2021 15:00,BTC/USD,49350.55,50389,48975,50269.9,167.3764708,8413998.449,49746.1125,5.68871411
1619272800,24-04-2021 14:00,BTC/USD,49604.72,49604.72,49151.41,49346.24,219.8925235,10850869.24,49426.7725,5.652196001
1619269200,24-04-2021 13:00,BTC/USD,49595.43,49785.94,49372.81,49604.52,108.1761101,5366024.019,49589.675,5.670824708
1619265600,24-04-2021 12:00,BTC/USD,49109.82,49834.49,48975.31,49595.43,267.5805071,13270770.31,49378.7625,5.64670582
1619262000,24-04-2021 11:00,BTC/USD,49055.42,49563.55,48713.34,49100,327.6726154,16088725.41,49108.0775,5.615751651
1619258400,24-04-2021 10:00,BTC/USD,49551.14,49551.14,49000,49055.42,153.2879643,7519605.47,49289.425,5.636489635
1619254800,24-04-2021 09:00,BTC/USD,49811.53,49834.77,49490.45,49550.67,175.6484648,8703499.116,49671.855,5.680222398
1619251200,24-04-2021 08:00,BTC/USD,49853.87,50240,49766.6,49805.58,102.4056142,5100371.009,49916.5125,5.708200193
1619247600,24-04-2021 07:00,BTC/USD,50255.27,50270.88,49698.96,49861.45,76.93811692,3836246.07,50021.64,5.720222043
1619244000,24-04-2021 06:00,BTC/USD,50554.61,50577.6,50208.6,50241.94,75.54797094,3795676.623,50395.6875,5.762996225
1619240400,24-04-2021 05:00,BTC/USD,50507.71,50582.36,50240,50512.39,126.4177119,6385660.768,50460.615,5.770421006
1619236800,24-04-2021 04:00,BTC/USD,50150.54,50661.89,49957.58,50467.22,97.1357838,4902172.971,50309.3075,5.753118245
1619233200,24-04-2021 03:00,BTC/USD,50123.86,50512.16,50088.72,50164.97,94.44088761,4737624.294,50222.4275,5.743183087
1619229600,24-04-2021 02:00,BTC/USD,49783.49,50420.14,49388.64,50157.35,221.8800606,11128915.86,49937.405,5.710589354
1619226000,24-04-2021 01:00,BTC/USD,49917.95,50112.45,49761.89,49780.43,106.8843631,5320749.555,49893.18,5.705532006
1619222400,24-04-2021 00:00,BTC/USD,51177.77,51227.38,49643.01,49920.6,182.8644134,9128701.237,50492.19,5.774031764
1619218800,23-04-2021 23:00,BTC/USD,50520.06,51182.7,50520.06,51176.65,134.2206629,6868963.886,50849.8675,5.814933956
1619215200,23-04-2021 22:00,BTC/USD,50378.39,50766.4,50214.59,50483.51,87.21259553,4402797.939,50460.7225,5.770433299
1619211600,23-04-2021 21:00,BTC/USD,50578.71,51000,50349.9,50361.97,172.9187269,8708527.737,50572.645,5.783232191
1619208000,23-04-2021 20:00,BTC/USD,50969.63,51378.63,50525.91,50559.52,286.2809236,14474226.08,50858.4225,5.815912262
1619204400,23-04-2021 19:00,BTC/USD,50678.27,50989,50480.62,50941.32,288.9203433,14717983.66,50772.3025,5.806064014
1619200800,23-04-2021 18:00,BTC/USD,49911,50865.93,49672.58,50650.94,716.4496415,36288847.8,50275.1125,5.749207878
1619197200,23-04-2021 17:00,BTC/USD,49898.32,50179.6,49608.78,49873.76,529.8247462,26424352.23,49890.115,5.705181508
1619193600,23-04-2021 16:00,BTC/USD,49885.77,50185.79,49498.15,49900,287.1516315,14328866.41,49867.4275,5.702587081
1619190000,23-04-2021 15:00,BTC/USD,49803.6,50000,49037.03,49882.86,368.4981261,18381740.44,49680.8725,5.681253593
1619186400,23-04-2021 14:00,BTC/USD,49172.69,49985.77,48859.18,49803.46,330.4238534,16456251.17,49455.275,5.655455403
1619182800,23-04-2021 13:00,BTC/USD,49303.44,49500,48556.69,49175.29,394.250838,19387399.29,49133.855,5.618699435
1619179200,23-04-2021 12:00,BTC/USD,50120,50351.57,49250,49288.38,426.0353614,20998592.78,49752.4875,5.689443123
1619175600,23-04-2021 11:00,BTC/USD,49513.07,50512.55,49342.89,50099.35,807.6325984,40461868.22,49866.965,5.702534191
1619172000,23-04-2021 10:00,BTC/USD,48213.45,49751.2,48124.9,49500.55,585.758063,28995346.28,48897.525,5.591673931
1619168400,23-04-2021 09:00,BTC/USD,48768.13,48962.66,47857,48213.45,390.7105021,18837501.26,48450.31,5.540532683
1619164800,23-04-2021 08:00,BTC/USD,47889.75,49195.89,47555,48773.49,945.4562026,46113198.64,48353.5325,5.529465697
1619161200,23-04-2021 07:00,BTC/USD,49057.02,49467.48,47601.42,47864.67,805.3134755,38546063.75,48497.6475,5.54594596
1619157600,23-04-2021 06:00,BTC/USD,49488.55,49521.25,48463.02,49017.76,456.0907017,22356544.55,49122.645,5.617417516
1619154000,23-04-2021 05:00,BTC/USD,49139.06,49925,48357.7,49488.55,622.302978,30796872.04,49227.5775,5.629417067
1619150400,23-04-2021 04:00,BTC/USD,50268.37,50589.97,49057.06,49149.51,362.3769305,17810648.57,49766.2275,5.69101436
1619146800,23-04-2021 03:00,BTC/USD,50033.59,50454.71,49648.95,50332.4,523.7380923,26360995.16,50117.4125,5.731174102
1619143200,23-04-2021 02:00,BTC/USD,51026.63,51391.73,48338.37,49989.88,1110.889123,55533213.95,50186.6525,5.739092039
1619139600,23-04-2021 01:00,BTC/USD,51510.28,51699.96,49682.05,51057.32,846.7279396,43231659.37,50987.4025,5.830661764
1619136000,23-04-2021 00:00,BTC/USD,51693.98,52131.34,51266.78,51515.05,170.1351276,8764519.605,51651.7875,5.906637476
1619132400,22-04-2021 23:00,BTC/USD,51599.54,52221.6,51436.27,51683.95,333.5198033,17237620.84,51735.34,5.916192117
1619128800,22-04-2021 22:00,BTC/USD,51650.22,52245.81,51317.17,51599.54,425.8674734,21974565.73,51703.185,5.912515034
