unix,date,symbol,open,high,low,close,Volume_ETH,Volume_USD,Average_Price,Return_Ratio
1533474000,05-08-2018 13:00,ETH/USD,408.11,408.33,405.02,405.63,734.28,298692.69,406.7725,0.554807669
1533477600,05-08-2018 14:00,ETH/USD,405.63,405.63,403.14,404,356.7,144210.79,404.6,0.55184454
1533481200,05-08-2018 15:00,ETH/USD,404,406.99,403.18,405.99,198.1,80422.75,405.04,0.552444667
1533484800,05-08-2018 16:00,ETH/USD,405.99,405.99,404.39,405.31,90.06,36528.74,405.42,0.552962959
1533488400,05-08-2018 17:00,ETH/USD,405.31,405.66,403.57,404.88,174.65,70627.71,404.855,0.552192341
1533492000,05-08-2018 18:00,ETH/USD,404.88,405.39,404.27,404.78,135.38,54835.08,404.83,0.552158243
1533495600,05-08-2018 19:00,ETH/USD,404.78,406.52,404.78,406.52,168.72,68469.15,405.65,0.553276662
1533499200,05-08-2018 20:00,ETH/USD,406.52,411.98,406.26,411.27,775.24,318108.53,409.0075,0.557856044
1533502800,05-08-2018 21:00,ETH/USD,411.27,413.58,411.27,412.57,357.34,147365.22,412.1725,0.562172871
1533506400,05-08-2018 22:00,ETH/USD,412.57,412.67,409.44,409.72,182.72,74997.98,411.1,0.56071006
1533510000,05-08-2018 23:00,ETH/USD,409.72,410.04,408.16,408.97,468.65,191657.18,409.2225,0.558149289
1533513600,06-08-2018 00:00,ETH/USD,408.97,410.92,408.34,409.07,412.65,169084.69,409.325,0.558289091
1533517200,06-08-2018 01:00,ETH/USD,409.07,412.88,409.07,411.87,491.45,201996.98,410.7225,0.560195178
1533520800,06-08-2018 02:00,ETH/USD,411.87,412.99,410.94,411.45,170.96,70449.94,411.8125,0.561681857
1533524400,06-08-2018 03:00,ETH/USD,411.45,411.88,410.3,410.82,127.39,52323.64,411.1125,0.560727109
1533528000,06-08-2018 04:00,ETH/USD,410.82,412.64,409.92,409.92,216.08,88941.97,410.825,0.56033498
